ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup_Number	IUCN_Subgroup	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Participant_Knowledge_Avg	Participant_Knowledge_Med	Participant_Knowledge_AvgxHDI	Participant_Knowledge_MedxHDI	Year
397	DE-LRP	Stress	6	Biomass	6.5	Changed_extent_of_ecosystems	1	4	3	1	3	3	4	NA	NA	NA	10	3	2	2	1	3.00	3	2.78	2.78	2012
398	DE-LRP	Stress	9	Species_specific_key_attributes	9.3	Changed_habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	1	4	4	2	3	2	3	NA	NA	NA	8	2	1	1	3	3.00	3	2.78	2.78	2012
399	DE-LRP	Stress	9	Species_specific_key_attributes	9.3	Changed_habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	4	3	4	2	4	2	3	NA	NA	NA	9	3	3	3	2	3.00	3	2.78	2.78	2012
400	DE-LRP	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	3	2	3	3	3	2	3	NA	NA	NA	8	2	3	2	3	3.00	3	2.78	2.78	2012
401	DE-LRP	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	2	2	3	2	3	3	3	NA	NA	NA	9	3	3	2	2	3.00	3	2.78	2.78	2012
402	DE-LRP	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	4	3	4	3	4	2	4	NA	NA	NA	10	3	3	2	1	3.00	3	2.78	2.78	2012
403	DE-LRP	Stress	10	Energy,_matter_and_water_efficiency_of_ecosystems	10.2	Changed_matter_efficiency	4	3	4	2	4	2	3	NA	NA	NA	9	3	3	2	2	3.00	3	2.78	2.78	2012
404	DE-LRP	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	3	3	2	1	3	2	3	NA	NA	NA	8	2	4	2	3	3.00	3	2.78	2.78	2012
405	DE-LRP	Stress	9	Species_specific_key_attributes	9.1	Changed_physiology_and_behavior_of_individuals	3	2	4	1	3	3	4	NA	NA	NA	10	3	4	4	1	3.00	3	2.78	2.78	2012
406	DE-LRP	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	3.00	3	2.78	2.78	2012
407	DE-LRP	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	4	4	1	4	3	4	4	4	4	15	4	3	2	1	3.00	3	2.78	2.78	2012
408	DE-LRP	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	4	3	4	1	4	3	4	4	4	4	15	4	4	3	1	3.00	3	2.78	2.78	2012
409	DE-LRP	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	4	4	1	4	3	4	3	3	3	14	4	4	2	2	3.00	3	2.78	2.78	2012
410	DE-LRP	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	4	4	3	4	2	3	4	4	4	13	3	3	4	3	3.00	3	2.78	2.78	2012
411	DE-LRP	Threat	4	Transportation_and_service_corridors	4.1	Roads_and_railroads	3	3	4	2	3	2	4	4	3	4	13	3	2	1	3	3.00	3	2.78	2.78	2012
412	DE-LRP	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	3	3	3	2	3	2	4	3	4	4	13	3	3	2	3	3.00	3	2.78	2.78	2012
413	DE-LRP	Threat	4	Transportation_and_service_corridors	4.2	Utility_and_service_lines	2	4	4	NA	3	3	4	3	2	3	13	3	1	2	3	3.00	3	2.78	2.78	2012
414	DE-LRP	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	2	2	4	1	3	3	4	3	1	2	12	3	4	3	4	3.00	3	2.78	2.78	2012
415	DE-LRP	Threat	4	Transportation_and_service_corridors	4.1	Roads_and_railroads	2	1	4	1	3	3	4	2	1	2	12	3	3	2	4	3.00	3	2.78	2.78	2012
416	DE-LRP	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	4	3	4	1	4	2	3	3	2	3	12	3	3	1	4	3.00	3	2.78	2.78	2012
417	DE-LRP	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	1	1	4	1	3	3	4	2	1	2	12	3	3	3	4	3.00	3	2.78	2.78	2012
418	DE-LRP	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	1	2	3	1	2	3	4	3	2	3	12	3	2	3	4	3.00	3	2.78	2.78	2012
419	DE-LRP	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	4	3	3	3	3	3	4	2	1	2	12	3	2	1	4	3.00	3	2.78	2.78	2012
420	DE-LRP	Threat	4	Transportation_and_service_corridors	4.1	Roads_and_railroads	3	3	4	1	4	3	3	2	1	2	12	3	2	1	4	3.00	3	2.78	2.78	2012
421	DE-LRP	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	4	4	1	4	3	2	2	3	3	4	11	3	3	2	5	3.00	3	2.78	2.78	2012
422	DE-LRP	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	3	3	2	4	3	2	3	3	2	3	11	3	2	1	5	3.00	3	2.78	2.78	2012
423	DE-LRP	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	3	1	4	2	3	2	4	3	1	2	11	3	4	4	5	3.00	3	2.78	2.78	2012
424	DE-LRP	Threat	1	Residential_and_commercial_development	1.1	Housing_and_urban_areas	2	3	4	1	3	2	4	2	1	2	11	3	3	1	5	3.00	3	2.78	2.78	2012
425	DE-LRP	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	1	2	1	3	1	2	4	3	2	3	10	2	2	2	6	3.00	3	2.78	2.78	2012
426	DE-LRP	Threat	8	Invasive_and_other_problematic_species_and_genes	8.2	Problematic_native_species	4	3	2	2	3	2	4	1	1	1	10	2	2	2	6	3.00	3	2.78	2.78	2012
427	DE-LRP	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	1	3	2	3	2	2	3	3	2	3	10	2	2	1	6	3.00	3	2.78	2.78	2012
428	DE-LRP	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	1	3	4	2	3	2	3	2	1	2	10	2	2	1	6	3.00	3	2.78	2.78	2012
429	DE-LRP	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	1	3	3	2	3	2	4	1	1	1	10	2	3	2	6	3.00	3	2.78	2.78	2012
430	DE-LRP	Threat	2	Agriculture_and_aquaculture	2.4	Marine_and_freshwater_aquaculture	3	2	2	3	2	2	3	2	2	2	9	2	2	3	7	3.00	3	2.78	2.78	2012
431	DE-LRP	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	3	2	3	2	3	2	3	1	1	1	9	2	3	2	7	3.00	3	2.78	2.78	2012
432	DE-LRP	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	2	2	2	3	2	2	3	2	1	2	9	2	2	3	7	3.00	3	2.78	2.78	2012
433	DE-LRP	Threat	9	Pollution	9.1	Household_sewage_and_urban_waste_water	2	2	2	3	2	2	2	3	1	2	8	2	2	2	8	3.00	3	2.78	2.78	2012
434	DE-LRP	Threat	3	Energy_production_and_mining	3.3	Renewable_energy	1	1	1	3	1	1	2	3	1	2	6	1	1	1	9	3.00	3	2.78	2.78	2012
435	DE-LRP	Threat	3	Energy_production_and_mining	3.3	Renewable_energy	1	4	3	1	NA	2	4	NA	NA	NA	6	1	2	1	9	3.00	3	2.78	2.78	2012
436	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00	3	2.78	2.78	2012
437	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00	3	2.78	2.78	2012
438	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00	3	2.78	2.78	2012
439	DE-LRP	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.00	3	2.78	2.78	2012
440	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	3	2	2	1	3	3	4	1	1	1	11	3	2	2	4	3.00	3	2.78	2.78	2012
441	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	3	3	2	3	2	2	2	1	2	9	2	2	3	6	3.00	3	2.78	2.78	2012
442	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	3	2	1	3	2	3	2	1	2	9	2	3	3	6	3.00	3	2.78	2.78	2012
443	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	2	2	3	2	3	2	2	1	1	1	9	2	2	2	6	3.00	3	2.78	2.78	2012
444	DE-LRP	Factor	5	Institutional_factors	NA	NA	2	3	2	1	3	3	4	1	1	1	11	3	2	2	4	3.00	3	2.78	2.78	2012
445	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	3	3	2	3	2	2	3	3	3	10	2	2	3	5	3.00	3	2.78	2.78	2012
446	DE-LRP	Factor	2	Governance-related_factors	NA	NA	2	2	2	1	2	3	4	1	1	1	10	2	1	2	5	3.00	3	2.78	2.78	2012
447	DE-LRP	Factor	5	Institutional_factors	NA	NA	3	2	1	4	2	3	4	2	1	2	11	3	2	2	4	3.00	3	2.78	2.78	2012
448	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	3	3	2	3	3	2	3	2	2	2	10	2	3	3	5	3.00	3	2.78	2.78	2012
449	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	3	1	1	2	3	4	2	1	2	11	3	2	2	4	3.00	3	2.78	2.78	2012
450	DE-LRP	Factor	5	Institutional_factors	NA	NA	3	2	1	1	2	3	4	2	1	2	11	3	3	2	4	3.00	3	2.78	2.78	2012
451	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	3	3	2	1	3	3	4	2	1	2	12	3	3	2	3	3.00	3	2.78	2.78	2012
452	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	2	2	1	2	3	4	3	3	3	12	3	2	3	3	3.00	3	2.78	2.78	2012
453	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	2	2	3	1	3	3	4	2	1	2	12	3	3	3	3	3.00	3	2.78	2.78	2012
454	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	3	2	3	1	3	3	4	2	1	2	12	3	4	3	3	3.00	3	2.78	2.78	2012
455	DE-LRP	Factor	6	Natural_factors	NA	NA	4	2	3	2	3	2	2	1	1	1	8	2	2	2	7	3.00	3	2.78	2.78	2012
456	DE-LRP	Factor	2	Governance-related_factors	NA	NA	4	3	2	NA	3	2	2	3	1	2	9	2	3	2	6	3.00	3	2.78	2.78	2012
457	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	3	3	3	2	3	2	2	3	1	2	9	2	3	2	6	3.00	3	2.78	2.78	2012
458	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	2	3	3	3	3	3	4	NA	NA	NA	10	2	3	2	5	3.00	3	2.78	2.78	2012
459	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	3	3	3	3	1	4	2	1	2	10	2	3	1	5	3.00	3	2.78	2.78	2012
460	DE-LRP	Factor	2	Governance-related_factors	NA	NA	4	3	3	1	3	3	2	3	1	2	10	2	4	3	5	3.00	3	2.78	2.78	2012
461	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	1	4	3	1	3	2	4	1	1	1	10	2	1.5	2	5	3.00	3	2.78	2.78	2012
462	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	3	4	3	3	3	3	3	3	1	2	11	3	3	3	4	3.00	3	2.78	2.78	2012
463	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	1	1	2	1	2	3	4	2	1	2	11	3	2	2	4	3.00	3	2.78	2.78	2012
464	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	3	2	4	2	3	3	3	2	3	11	3	2	1	4	3.00	3	2.78	2.78	2012
465	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	4	4	4	3	3	1	1	1	11	3	NA	NA	4	3.00	3	2.78	2.78	2012
466	DE-LRP	Factor	2	Governance-related_factors	NA	NA	3	3	4	2	4	3	4	1	1	1	12	3	4	1	4	3.00	3	2.78	2.78	2012
467	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	3	3	1	1	2	3	4	2	1	2	11.33	3	4	1	4	3.00	3	2.78	2.78	2012
468	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	4	3	3	2	4	3	4	1	1	1	12	3	3	2	4	3.00	3	2.78	2.78	2012
469	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	3	3	3	1	3	3	4	3	1	2	11.5	3	4	2	3	3.00	3	2.78	2.78	2012
470	DE-LRP	Factor	2	Governance-related_factors	NA	NA	2	3	3	1	3	3	4	3	1	2	11.66	3	3	2	3	3.00	3	2.78	2.78	2012
471	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	3	4	3	4	3	3	1	2	2	12	3	3	2	3	3.00	3	2.78	2.78	2012
472	DE-LRP	Factor	7	Natural_resource-use_related_factors	NA	NA	3	2	2	1	3	3	4	2	1	2	12	3	3	2	3	3.00	3	2.78	2.78	2012
473	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	3	4	1	4	3	4	2	2	2	13	3	3	3	3	3.00	3	2.78	2.78	2012
474	DE-LRP	Factor	4	Infrastructure-related_factors	NA	NA	2	4	3	2	3	3	3	3	2	3	12	3	3	2	3	3.00	3	2.78	2.78	2012
475	DE-LRP	Factor	2	Governance-related_factors	NA	NA	3	3	4	1	4	3	4	2	1	2	13	3	4	1	3	3.00	3	2.78	2.78	2012
476	DE-LRP	Factor	2	Governance-related_factors	NA	NA	4	3	3	1	4	3	4	3	1	2	13	3	3	2	3	3.00	3	2.78	2.78	2012
477	DE-LRP	Factor	8	Socio-cultural_factors	NA	NA	3	3	3	1	3	3	4	2	3	3	12.5	3	1	2	2	3.00	3	2.78	2.78	2012
478	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	2	3	3	1	3	3	4	3	2	3	12.66	3	3	3	2	3.00	3	2.78	2.78	2012
479	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	2	3	3	3	3	3	4	3	2	3	12.66	3	3	2	2	3.00	3	2.78	2.78	2012
480	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	3	4	3	3	3	3	3	3	3	4	13	3	3	3	2	3.00	3	2.78	2.78	2012
481	DE-LRP	Factor	2	Governance-related_factors	NA	NA	3	3	4	1	4	4	4	3	1	2	14	3	4	1	2	3.00	3	2.78	2.78	2012
482	DE-LRP	Factor	9	Socio-economic_factors	NA	NA	3	4	3	2	4	4	4	3	1	2	14	3	4	1	2	3.00	3	2.78	2.78	2012
483	DE-LRP	Factor	6	Natural_factors	NA	NA	4	2	4	2	4	3	4	3	2	3	14	1	4	2	1	3.00	3	2.78	2.78	2012
484	DE-AUE	Stress	6	Biomass	6.2	Changed_above_ground_biomass	2	3	1	2	2	2	1	NA	NA	NA	5	1	1	2	6	3.08	3	2.85	2.78	2012
485	DE-AUE	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	2	2	1	3	2	1	2	NA	NA	NA	5	1	2	2	6	3.08	3	2.85	2.78	2012
486	DE-AUE	Stress	9	Species_specific_key_attributes	9.3	Changed_habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	NA	NA	NA	3	2	2	2	NA	NA	NA	6	1	1	2	5	3.08	3	2.85	2.78	2012
487	DE-AUE	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	1	2	1	2	1	2	3	NA	NA	NA	6	1	2	2	5	3.08	3	2.85	2.78	2012
488	DE-AUE	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	1	2	1	2	1	2	3	NA	NA	NA	6	1	2	2	5	3.08	3	2.85	2.78	2012
489	DE-AUE	Stress	9	Species_specific_key_attributes	9.1	Changed_physiology_and_behavior_of_individuals	2	2	2	3	2	2	2	NA	NA	NA	6	1	2	2	5	3.08	3	2.85	2.78	2012
490	DE-AUE	Stress	9	Species_specific_key_attributes	9.3	Changed_habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	2	2	2	1	2	2	3	NA	NA	NA	7	2	2	2	4	3.08	3	2.85	2.78	2012
491	DE-AUE	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	1	3	2	1	2	2	3	NA	NA	NA	7	2	2	1	4	3.08	3	2.85	2.78	2012
492	DE-AUE	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	3	3	2	4	3	2	2	NA	NA	NA	7	2	1	2	4	3.08	3	2.85	2.78	2012
493	DE-AUE	Stress	7	Information	8.3	Changed_structure_and_composition_of_communities	3	3	2	4	3	2	2	NA	NA	NA	7	2	1	2	4	3.08	3	2.85	2.78	2012
494	DE-AUE	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	2	3	1	1	2	3	3	NA	NA	NA	8	2	2	3	3	3.08	3	2.85	2.78	2012
495	DE-AUE	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	2	3	3	1	3	2	3	NA	NA	NA	8	2	2	2	3	3.08	3	2.85	2.78	2012
496	DE-AUE	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	3	4	3	3	3	2	3	NA	NA	NA	8	2	3	2	3	3.08	3	2.85	2.78	2012
497	DE-AUE	Stress	9	Species_specific_key_attributes	9.3	Changed_habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	2	3	3	2	3	2	3	NA	NA	NA	8	2	2	4	3	3.08	3	2.85	2.78	2012
498	DE-AUE	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	3	3	3	1	3	3	3	NA	NA	NA	9	3	3	3	2	3.08	3	2.85	2.78	2012
499	DE-AUE	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	3	3	3	3	3	2	4	NA	NA	NA	9	3	3	1	2	3.08	3	2.85	2.78	2012
500	DE-AUE	Stress	8	Network	8.1	Changed_distribution_and_connectivity_of_ecosystems	3	3	4	1	4	2	3	NA	NA	NA	9	3	3	2	2	3.08	3	2.85	2.78	2012
501	DE-AUE	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	4	2	4	1	4	2	3	NA	NA	NA	9	3	2	2	2	3.08	3	2.85	2.78	2012
502	DE-AUE	Stress	2	Atmosphere	2.3	Changed_weather_and_local_climate_conditions	4	2	2	2	3	2	4	NA	NA	NA	9	3	3	3	2	3.08	3	2.85	2.78	2012
503	DE-AUE	Stress	2	Atmosphere	2.3	Changed_weather_and_local_climate_conditions	3	2	2	2	2	3	4	NA	NA	NA	9	3	3	3	2	3.08	3	2.85	2.78	2012
504	DE-AUE	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	2	3	4	1	3	4	4	NA	NA	NA	11	4	3	3	1	3.08	3	2.85	2.78	2012
505	DE-AUE	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	2	4	4	1	4	4	4	3	2	3	15	4	3	3	1	3.08	3	2.85	2.78	2012
506	DE-AUE	Threat	3	Energy_production_and_mining	3.3	Renewable_energy	3	3	4	1	4	4	4	1	2	2	14	4	2	3	2	3.08	3	2.85	2.78	2012
507	DE-AUE	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	3	3	4	1	4	4	3	3	2	3	14	4	3	3	2	3.08	3	2.85	2.78	2012
508	DE-AUE	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	3	3	4	1	4	3	4	2	1	2	13	3	3	3	3	3.08	3	2.85	2.78	2012
509	DE-AUE	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	3	2	2	1	2	2	4	4	3	4	12	3	4	3	4	3.08	3	2.85	2.78	2012
510	DE-AUE	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	3	3	3	2	3	3	3	1	2	3	12	3	4	2	4	3.08	3	2.85	2.78	2012
511	DE-AUE	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	2	3	2	3	2	4	3	2	3	12	3	2	2	4	3.08	3	2.85	2.78	2012
512	DE-AUE	Threat	3	Energy_production_and_mining	3.3	Renewable_energy	2	2	2	1	2	4	3	1	2	2	11	3	2	3	5	3.08	3	2.85	2.78	2012
513	DE-AUE	Threat	3	Energy_production_and_mining	3.2	Mining_and_quarrying	1	2	4	2	3	2	3	3	2	3	11	3	4	2	5	3.08	3	2.85	2.78	2012
514	DE-AUE	Threat	4	Transportation_and_service_corridors	4.2	Utility_and_service_lines	3	3	4	1	4	2	3	2	1	2	11	3	2	2	5	3.08	3	2.85	2.78	2012
515	DE-AUE	Threat	1	Residential_and_commercial_development	1.2	Commercial_and_industrial_areas	1	3	3	2	3	2	3	3	2	3	11	3	4	2	5	3.08	3	2.85	2.78	2012
516	DE-AUE	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	3	3	4	1	4	3	3	1	1	1	11	3	4	3	5	3.08	3	2.85	2.78	2012
517	DE-AUE	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	3	3	3	1	3	3	3	2	1	2	11	3	4	3	5	3.08	3	2.85	2.78	2012
518	DE-AUE	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	2	3	3	3	2	3	3	2	3	11	3	2	2	5	3.08	3	2.85	2.78	2012
519	DE-AUE	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	2	3	3	3	2	4	2	1	2	11	3	2	2	5	3.08	3	2.85	2.78	2012
520	DE-AUE	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	2	3	2	3	2	3	3	2	3	11	3	2	2	5	3.08	3	2.85	2.78	2012
521	DE-AUE	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	2	2	3	3	3	2	4	2	1	2	11	3	2	2	5	3.08	3	2.85	2.78	2012
522	DE-AUE	Threat	4	Transportation_and_service_corridors	4.1	Roads_and_railroads	2	3	4	2	3	2	3	1	2	2	10	2	3	2	6	3.08	3	2.85	2.78	2012
523	DE-AUE	Threat	3	Energy_production_and_mining	3.2	Mining_and_quarrying	3	3	4	4	4	1	2	3	2	3	10	2	4	2	6	3.08	3	2.85	2.78	2012
524	DE-AUE	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	2	3	4	2	3	2	4	1	1	1	10	2	2	2	6	3.08	3	2.85	2.78	2012
525	DE-AUE	Threat	6	Human_intrusions_and_disturbance	6.3	Work_and_other_activities	3	3	2	2	3	2	3	2	1	2	10	2	2	2	6	3.08	3	2.85	2.78	2012
526	DE-AUE	Threat	7	Natural_system_modifications	7.2	Dams_and_water_management/use	3	3	3	3	3	2	3	1	1	1	9	2	2	2	7	3.08	3	2.85	2.78	2012
527	DE-AUE	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	2	3	4	3	1	3	2	1	2	9	2	2	2	7	3.08	3	2.85	2.78	2012
528	DE-AUE	Threat	8	Invasive_and_other_problematic_species_and_genes	8.2	Problematic_native_species	4	3	3	3	3	2	2	2	2	2	9	2	2	2	7	3.08	3	2.85	2.78	2012
529	DE-AUE	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	4	3	2	2	3	2	2	2	1	2	9	2	2	2	7	3.08	3	2.85	2.78	2012
530	DE-AUE	Threat	6	Human_intrusions_and_disturbance	6.1	Recreational_activities	2	2	2	1	2	2	3	2	1	2	9	2	2	2	7	3.08	3	2.85	2.78	2012
531	DE-AUE	Threat	4	Transportation_and_service_corridors	4.1	Roads_and_railroads	3	3	2	3	3	1	2	2	1	2	8	2	2	1	8	3.08	3	2.85	2.78	2012
532	DE-AUE	Threat	8	Invasive_and_other_problematic_species_and_genes	8.2	Problematic_native_species	1	1	1	1	1	3	3	1	1	1	8	2	4	4	8	3.08	3	2.85	2.78	2012
533	DE-AUE	Threat	7	Natural_system_modifications	7.3	Other_ecosystem_modifications	1	2	3	1	3	1	2	1	1	1	7	1	3	2	9	3.08	3	2.85	2.78	2012
534	DE-AUE	Threat	4	Transportation_and_service_corridors	4.1	Roads_and_railroads	1	2	1	1	1	2	3	1	1	1	7	1	3	2	9	3.08	3	2.85	2.78	2012
535	DE-AUE	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	2	NA	NA	NA	NA	3.08	3	2.85	2.78	2012
536	DE-AUE	Factor	9	Socio-economic_factors	NA	NA	1	2	1	1	2	2	2	3	1	2	8	2	4	2	7	3.08	3	2.85	2.78	2012
537	DE-AUE	Factor	2	Governance-related_factors	NA	NA	1	1	3	1	3	2	2	3	1	2	9	2	4	2	6	3.08	3	2.85	2.78	2012
538	DE-AUE	Factor	9	Socio-economic_factors	NA	NA	1	1	2	1	2	2	3	3	1	2	9	2	4	2	6	3.08	3	2.85	2.78	2012
539	DE-AUE	Factor	1	Demographic_factors	NA	NA	1	1	2	1	2	2	3	3	1	2	9	2	4	2	6	3.08	3	2.85	2.78	2012
540	DE-AUE	Factor	7	Natural_resource-use_related_factors	NA	NA	2	2	4	1	4	2	2	3	1	2	10	2	4	2	5	3.08	3	2.85	2.78	2012
541	DE-AUE	Factor	7	Natural_resource-use_related_factors	NA	NA	3	3	2	1	4	2	2	1	2	2	10	2	3	3	5	3.08	3	2.85	2.78	2012
542	DE-AUE	Factor	5	Institutional_factors	NA	NA	2	2	3	1	3	2	3	3	1	2	10	2	4	2	5	3.08	3	2.85	2.78	2012
543	DE-AUE	Factor	9	Socio-economic_factors	NA	NA	3	2	4	NA	4	NA	4	3	1	2	10	2	4	NA	5	3.08	3	2.85	2.78	2012
544	DE-AUE	Factor	8	Socio-cultural_factors	NA	NA	3	3	3	3	3	2	3	3	1	2	10	2	2	3	5	3.08	3	2.85	2.78	2012
545	DE-AUE	Factor	8	Socio-cultural_factors	NA	NA	2	3	3	2	3	2	3	3	1	2	10	2	4	2	5	3.08	3	2.85	2.78	2012
546	DE-AUE	Factor	4	Infrastructure-related_factors	NA	NA	1	1	3	2	3	2	3	2	1	2	10	2	2	3	5	3.08	3	2.85	2.78	2012
547	DE-AUE	Factor	9	Socio-economic_factors	NA	NA	1	2	3	3	3	2	3	3	1	2	10	2	4	3	5	3.08	3	2.85	2.78	2012
548	DE-AUE	Factor	8	Socio-cultural_factors	NA	NA	2	1	3	1	2	3	2	3	2	3	10	2	4	3	5	3.08	3	2.85	2.78	2012
549	DE-AUE	Factor	2	Governance-related_factors	NA	NA	4	4	3	2	4	2	2	2	1	2	10	2	2	3	5	3.08	3	2.85	2.78	2012
550	DE-AUE	Factor	2	Governance-related_factors	NA	NA	1	1	4	2	3	2	3	3	1	2	10	2	4	2	5	3.08	3	2.85	2.78	2012
551	DE-AUE	Factor	2	Governance-related_factors	NA	NA	2	2	3	1	3	1	3	3	2	3	10	2	2	2	5	3.08	3	2.85	2.78	2012
552	DE-AUE	Factor	7	Natural_resource-use_related_factors	NA	NA	2	2	3	2	3	2	4	3	1	2	11	3	2	2	4	3.08	3	2.85	2.78	2012
